symbol,company,last.sale.price,market.cap,ipo.year,sector,industry
HUBB,Hubbell Inc,107.6,$5.89B,2015,Capital Goods,Electrical Products
HUBS,"HubSpot, Inc.",155.27,$6.09B,2014,Technology,Computer Software: Prepackaged Software
HBM,Hudbay Minerals Inc.,5.66,$1.48B,NA,Basic Industries,Precious Metals
HUD,Hudson Ltd.,13.64,$1.26B,2018,Consumer Services,Department/Specialty Retail Stores
HPP,"Hudson Pacific Properties, Inc.",30.56,$4.79B,2010,Finance,Real Estate
HUM,Humana Inc.,295.56,$40.55B,NA,Health Care,Medical Specialities
HCFT,"Hunt Companies Finance Trust, Inc.",3.3101,$78.41M,2013,Consumer Services,Real Estate Investment Trusts
HCFT^A.CL,"Hunt Companies Finance Trust, Inc.",NA,NA,NA,NA,NA
HII,"Huntington Ingalls Industries, Inc.",200.29,$8.6B,NA,Capital Goods,Marine Transportation
HUN,Huntsman Corporation,22.03,$5.25B,2005,Basic Industries,Major Chemicals
HUYA,HUYA Inc.,20.31,$4.14B,2018,Technology,"Computer Software: Programming, Data Processing"
H,Hyatt Hotels Corporation,68.12,$7.32B,2009,Consumer Services,Hotels/Resorts
HY,"Hyster-Yale Materials Handling, Inc.",70.42,$1.17B,NA,Capital Goods,Construction/Ag Equipment/Trucks
IAG,Iamgold Corporation,2.83,$1.32B,NA,Basic Industries,Precious Metals
IBN,ICICI Bank Limited,10.46,$33.69B,NA,Finance,Commercial Banks
IDA,"IDACORP, Inc.",94.17,$4.75B,NA,Public Utilities,Electric Utilities: Central
IEX,IDEX Corporation,140.77,$10.8B,1989,Capital Goods,Fluid Controls
IDT,IDT Corporation,6.98,$165.55M,NA,Public Utilities,Telecommunications Equipment
ITW,Illinois Tool Works Inc.,136.67,$45.35B,NA,Technology,Industrial Machinery/Components
IMAX,Imax Corporation,20.4,$1.28B,NA,Miscellaneous,Industrial Machinery/Components
ICD,"Independence Contract Drilling, Inc.",3.43,$259.63M,2014,Energy,Oil & Gas Production
IHC,Independence Holding Company,36,$532.62M,NA,Finance,Life Insurance
IRT,"Independence Realty Trust, Inc.",10.07,$895.43M,2013,Consumer Services,Real Estate Investment Trusts
IFN,"India Fund, Inc. (The)",20.94,$573.55M,NA,NA,NA
IBA,"Industrias Bachoco, S.A. de C.V.",46.53,$2.33B,1997,Consumer Non-Durables,Meat/Poultry/Fish
INFY,Infosys Limited,10.67,$46.39B,NA,Technology,EDP Services
HIFR,"InfraREIT, Inc.",20.99,$923.51M,2015,Consumer Services,Real Estate Investment Trusts
ING,"ING Group, N.V.",11.94,$46.46B,1997,Finance,Commercial Banks
ISF,"ING Group, N.V.",25.74,NA,NA,Finance,Commercial Banks
ISG,"ING Group, N.V.",25.56,NA,NA,Finance,Commercial Banks
IR,Ingersoll-Rand plc (Ireland),96.11,$23.61B,NA,Capital Goods,Auto Parts:O.E.M.
NGVT,Ingevity Corporation,92.78,$3.89B,2016,Basic Industries,Major Chemicals
INGR,Ingredion Incorporated,98.7,$6.98B,NA,Consumer Non-Durables,Packaged Foods
IIPR,"Innovative Industrial Properties, Inc.",54.32,$531.02M,2016,Finance,Real Estate
IIPR^A,"Innovative Industrial Properties, Inc.",27.8741,NA,NA,NA,NA
IPHI,Inphi Corporation,34.89,$1.54B,2010,Technology,Semiconductors
INSI,Insight Select Income Fund,18.02,$192.99M,NA,NA,NA
NSP,"Insperity, Inc.",100.69,$4.21B,NA,Technology,Professional Services
INSP,"Inspire Medical Systems, Inc.",55.4,$1.19B,1998,Health Care,Medical/Dental Instruments
IBP,"Installed Building Products, Inc.",38.9,$1.21B,2014,Basic Industries,Homebuilding
INST,"Instructure, Inc.",39.04,$1.37B,2015,Technology,Computer Software: Prepackaged Software
ITGR,Integer Holdings Corporation,80.67,$2.61B,NA,Miscellaneous,Industrial Machinery/Components
I,Intelsat S.A.,21.14,$2.96B,2013,Consumer Services,Telecommunications Equipment
ICE,Intercontinental Exchange Inc.,75.63,$43.08B,2005,Finance,Investment Bankers/Brokers/Service
IHG,Intercontinental Hotels Group,57.79,$10.31B,NA,Consumer Services,Hotels/Resorts
IBM,International Business Machines Corporation,123.82,$112.53B,NA,Technology,Computer Manufacturing
IFF,"International Flavors & Fragrances, Inc.",138.06,$14.72B,NA,Basic Industries,Major Chemicals
IFFT,"International Flavors & Fragrances, Inc.",52.9,NA,NA,Basic Industries,Major Chemicals
IGT,International Game Technology,15.26,$3.12B,2015,Consumer Services,Services-Misc. Amusement & Recreation
IP,International Paper Company,45.68,$18.5B,NA,Basic Industries,Paper
INSW,"International Seaways, Inc.",18.47,$539.04M,2016,Consumer Services,Marine Transportation
INSW^A,"International Seaways, Inc.",24.25,NA,NA,NA,NA
IPG,"Interpublic Group of Companies, Inc. (The)",22.25,$8.55B,NA,Technology,Advertising
INXN,InterXion Holding N.V.,59.46,$4.26B,2011,Technology,"Computer Software: Programming, Data Processing"
IPI,"Intrepid Potash, Inc",3.19,$418.23M,2008,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
IVC,Invacare Corporation,4.75,$157.7M,NA,Health Care,Industrial Specialties
VBF,Invesco Bond Fund,17.22,$195.91M,NA,NA,NA
VCV,Invesco California Value Municipal Income Trust,11.64,$557.15M,NA,NA,NA
VTA,Invesco Credit Opportunities Fund,10.82,$801.7M,2007,NA,NA
IHIT,Invesco High Income 2023 Target Term Fund,10.08,$241.33M,2016,NA,NA
IHTA,Invesco High Income 2024 Target Term Fund,9.3796,$75.97M,2017,NA,NA
VLT,Invesco High Income Trust II,13.61,$110.49M,1989,NA,NA
IVR,INVESCO MORTGAGE CAPITAL INC,15.77,$1.76B,2009,Consumer Services,Real Estate Investment Trusts
IVR^B,INVESCO MORTGAGE CAPITAL INC,25.29,NA,NA,NA,NA
IVR^C,INVESCO MORTGAGE CAPITAL INC,24.7,NA,NA,NA,NA
IVR^A,Invesco Mortgage Capital Inc.,24.8,NA,NA,NA,NA
OIA,Invesco Municipal Income Opportunities Trust,7.43,$352.88M,NA,NA,NA
VMO,Invesco Municipal Opportunity Trust,11.55,$778.64M,NA,NA,NA
VKQ,Invesco Municipal Trust,11.48,$635.08M,NA,NA,NA
VPV,Invesco Pennsylvania Value Municipal Income Trust,11.96,$285M,NA,NA,NA
IVZ,Invesco Plc,18.84,$7.75B,NA,Finance,Investment Managers
IQI,Invesco Quality Municipal Income Trust,11.62,$614.51M,NA,NA,NA
VVR,Invesco Senior Income Trust,4.07,$732.75M,1998,NA,NA
VTN,Invesco Trust  for Investment Grade New York Municipal,12.5,$243.47M,NA,NA,NA
VGM,Invesco Trust for Investment Grade Municipals,11.85,$642.57M,NA,NA,NA
IIM,Invesco Value Municipal Income Trust,14.01,$659.26M,NA,NA,NA
ITG,"Investment Technology Group, Inc.",30.13,$996.46M,NA,Finance,Investment Bankers/Brokers/Service
IRET,Investors Real Estate Trust,56.87,$68.08M,NA,Consumer Services,Real Estate Investment Trusts
IRET^C,Investors Real Estate Trust,23.5,NA,NA,NA,NA
NVTA,Invitae Corporation,14.94,$1.12B,2015,Health Care,Medical Specialities
INVH,Invitation Homes Inc.,21.25,$11.06B,2017,Finance,Real Estate
IO,Ion Geophysical Corporation,9.72,$136.11M,NA,Energy,Oil & Gas Production
IQV,"IQVIA Holdings, Inc.",127.19,$25.19B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch
IRM,Iron Mountain Incorporated,35.64,$10.2B,NA,Consumer Services,Real Estate Investment Trusts
IRS,IRSA Inversiones Y Representaciones S.A.,13.65,$789.89M,NA,Consumer Services,Homebuilding
ICL,Israel Chemicals Shs,5.8,$7.43B,2014,Basic Industries,Agricultural Chemicals
STAR,iStar Inc.,9.51,$646.56M,NA,Consumer Services,Real Estate Investment Trusts
STAR^D,iStar Inc.,24.2,NA,NA,NA,NA
STAR^G,iStar Inc.,22.495,NA,NA,NA,NA
STAR^I,iStar Inc.,22.6134,NA,NA,NA,NA
ITCB,Ita? CorpBanca,14.49,$4.95B,NA,Finance,Commercial Banks
ITUB,Itau Unibanco Banco Holding SA,10,$97.21B,NA,Finance,Major Banks
ITT,ITT Inc.,53.21,$4.66B,2011,Capital Goods,Fluid Controls
IVH,Ivy High Income Opportunities Fund,12.84,$212.72M,2013,NA,NA
JPM,J P Morgan Chase & Co,104.59,$347.8B,NA,Finance,Major Banks
JPM^A,J P Morgan Chase & Co,24.84,NA,NA,Finance,Major Banks
JPM^B,J P Morgan Chase & Co,25.43,NA,NA,NA,NA
JPM^D,J P Morgan Chase & Co,24.97,NA,NA,NA,NA
JPM^E,J P Morgan Chase & Co,25.71,NA,NA,NA,NA
JPM^F,J P Morgan Chase & Co,25.66,NA,NA,NA,NA
JPM^G,J P Morgan Chase & Co,25.79,NA,NA,NA,NA
JPM^H,J P Morgan Chase & Co,26.03,NA,NA,Finance,Major Banks
JAX,"J. Alexander&#39;s Holdings, Inc.",8.7,$127.85M,2015,Consumer Services,Restaurants
JILL,"J. Jill, Inc.",6.34,$277.36M,2017,Consumer Non-Durables,Apparel
JCP,"J.C. Penney Company, Inc. Holding Company",1.32,$416.33M,NA,Consumer Services,Department/Specialty Retail Stores
SJM,J.M. Smucker Company (The),104.79,$11.92B,NA,Consumer Non-Durables,Packaged Foods
JBL,Jabil Inc.,25.42,$3.93B,1993,Technology,Electrical Products
JEC,Jacobs Engineering Group Inc.,62.51,$8.9B,NA,Basic Industries,Military/Government/Technical
JAG,Jagged Peak Energy Inc.,10.46,$2.23B,2017,Energy,Oil & Gas Production
JHX,James Hardie Industries plc.,10.99,$4.86B,NA,Capital Goods,Building Materials
JHG,Janus Henderson Group plc,22.2,$4.31B,2017,Finance,Investment Managers
JOF,Japan Smaller Capitalization Fund Inc,8.7,$246.5M,1990,NA,NA
JBGS,JBG SMITH Properties,37.76,$4.57B,2017,Consumer Services,Real Estate Investment Trusts
JEF,Jefferies Financial Group Inc.,20.38,$6.27B,NA,Consumer Non-Durables,Meat/Poultry/Fish
JELD,"JELD-WEN Holding, Inc.",16.73,$1.73B,2017,Basic Industries,Forest Products
JCAP,"Jernigan Capital, Inc.",21.02,$428.48M,2015,Consumer Services,Real Estate Investment Trusts
JCAP^B,"Jernigan Capital, Inc.",24.15,NA,NA,NA,NA
JT,Jianpu Technology Inc.,5.77,$969.46M,2017,Technology,"Computer Software: Programming, Data Processing"
JKS,JinkoSolar Holding Company Limited,12.7,$498M,2010,Technology,Semiconductors
JMP,JMP Group LLC,4.48,$95.41M,2007,Finance,Investment Bankers/Brokers/Service
JMPB,JMP Group LLC,25.4681,NA,NA,Finance,Investment Bankers/Brokers/Service
JMPD,JMP Group LLC,24.1,NA,2017,Finance,Investment Bankers/Brokers/Service
JBT,John Bean Technologies Corporation,79,$2.5B,NA,Technology,Industrial Machinery/Components
BTO,John Hancock Financial Opportunities Fund,33.62,$627.7M,1994,NA,NA
HEQ,John Hancock Hedged Equity & Income Fund,14.17,$173.07M,2011,NA,NA
JHS,John Hancock Income Securities Trust,13,$151.41M,NA,NA,NA
JHI,John Hancock Investors Trust,15.23,$132.61M,NA,NA,NA
HPF,John Hancock Pfd Income Fund II,20.18,$429.51M,2002,NA,NA
HPI,John Hancock Preferred Income Fund,20.17,$524.83M,2002,NA,NA
HPS,John Hancock Preferred Income Fund III,17.1,$539.97M,2003,NA,NA
PDT,John Hancock Premium Dividend Fund,15.39,$745.44M,NA,NA,NA
HTD,John Hancock Tax Advantaged Dividend Income Fund,22.72,$803.95M,2004,NA,NA
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,6.9,$76.17M,NA,NA,NA
JW.A,"John Wiley & Sons, Inc.",NA,NA,NA,NA,NA
JW.B,"John Wiley & Sons, Inc.",NA,NA,NA,NA,NA
JNJ,Johnson & Johnson,130.69,$350.51B,NA,Health Care,Major Pharmaceuticals
JCI,Johnson Controls International plc,32.73,$30.24B,NA,Consumer Services,Other Consumer Services
JLL,Jones Lang LaSalle Incorporated,142.83,$6.51B,NA,Finance,Real Estate
JMEI,Jumei International Holding Limited,2.2,$329.75M,2014,Consumer Services,Other Specialty Stores
JNPR,"Juniper Networks, Inc.",28.32,$9.77B,1999,Technology,Computer Communications Equipment
JP,Jupai Holdings Limited,3.97,$131.11M,2015,Consumer Services,Other Consumer Services
JE,"Just Energy Group, Inc.",3.74,$559.18M,NA,Public Utilities,Oil/Gas Transmission
JE^A,"Just Energy Group, Inc.",19.62,NA,NA,NA,NA
LRN,K12 Inc,25.59,$1.03B,NA,Consumer Services,Other Consumer Services
KAI,Kadant Inc,85.93,$954.45M,NA,Technology,Industrial Machinery/Components
KDMN,"Kadmon Holdings, Inc.",2.41,$272.65M,2016,Health Care,Major Pharmaceuticals
KAMN,Kaman Corporation,59.18,$1.65B,NA,Consumer Durables,Industrial Specialties
KSU,Kansas City Southern,110.52,$11.24B,NA,Transportation,Railroads
KSU^,Kansas City Southern,25.48,NA,NA,Transportation,Railroads
KAR,"KAR Auction Services, Inc",51.92,$6.99B,2009,Consumer Durables,Automotive Aftermarket
KMF,"Kayne Anderson Midstream Energy Fund, Inc",11.24,$549.39M,2010,NA,NA
KYN,Kayne Anderson MLP/Midstream Investment Company,16.26,$2.05B,2004,NA,NA
KYN^F,Kayne Anderson MLP/Midstream Investment Company,25.0001,NA,NA,NA,NA
KB,KB Financial Group Inc,41.98,$16.63B,NA,Finance,Commercial Banks
KBH,KB Home,20.3,$1.79B,1986,Capital Goods,Homebuilding
KBR,"KBR, Inc.",17.62,$2.48B,2006,Basic Industries,Military/Government/Technical
FRAC,"Keane Group, Inc.",9.59,$999.17M,2017,Energy,Oilfield Services/Equipment
K,Kellogg Company,59.43,$20.62B,NA,Consumer Non-Durables,Packaged Foods
KEM,Kemet Corporation,19,$1.09B,NA,Capital Goods,Electrical Products
KMPA,Kemper Corporation,25.5,NA,2014,Finance,Property-Casualty Insurers
KMPR,Kemper Corporation,74.59,$4.83B,NA,Finance,Property-Casualty Insurers
KMT,Kennametal Inc.,37.39,$3.07B,NA,Capital Goods,Industrial Machinery/Components
KW,Kennedy-Wilson Holdings Inc.,19.04,$2.75B,NA,Finance,Real Estate
KEN,Kenon Holdings Ltd.,18.3316,$986.73M,2015,Public Utilities,Electric Utilities: Central
KDP,Keurig Dr Pepper Inc.,26.67,$38.03B,NA,Consumer Non-Durables,Beverages (Production/Distribution)
KEG,"Key Energy Services, Inc.",2.39,$48.51M,2016,Energy,Oilfield Services/Equipment
KEY,KeyCorp,16.85,$17.43B,NA,Finance,Major Banks
KEY^I,KeyCorp,26.53,NA,NA,NA,NA
KEY^J,KeyCorp,23.85,NA,NA,NA,NA
KEYS,Keysight Technologies Inc.,69.58,$13.06B,2014,Capital Goods,Industrial Machinery/Components
KRC,Kilroy Realty Corporation,68.28,$6.88B,1997,Consumer Services,Real Estate Investment Trusts
KRP,Kimbell Royalty Partners,15.46,$468.28M,2017,Energy,Oil & Gas Production
KMB,Kimberly-Clark Corporation,116.87,$40.47B,NA,Consumer Durables,Containers/Packaging
KIM,Kimco Realty Corporation,16.55,$6.97B,NA,Consumer Services,Real Estate Investment Trusts
KIM^I,Kimco Realty Corporation,24.23,NA,NA,NA,NA
KIM^J,Kimco Realty Corporation,22.69,NA,NA,NA,NA
KIM^K,Kimco Realty Corporation,22.72,NA,NA,NA,NA
KIM^L,Kimco Realty Corporation,21.53,NA,NA,NA,NA
KIM^M,Kimco Realty Corporation,21.85,NA,NA,NA,NA
KMI,"Kinder Morgan, Inc.",18.01,$39.75B,2011,Public Utilities,Natural Gas Distribution
KFS,"Kingsway Financial Services, Inc.",2.38,$53.26M,NA,Finance,Property-Casualty Insurers
KGC,Kinross Gold Corporation,3.1,$3.88B,NA,Basic Industries,Precious Metals
KEX,Kirby Corporation,70.21,$4.2B,NA,Consumer Services,Marine Transportation
KL,Kirkland Lake Gold Ltd.,26.34,$5.53B,NA,Basic Industries,Precious Metals
KRG,Kite Realty Group Trust,15.95,$1.34B,2004,Consumer Services,Real Estate Investment Trusts
KKR,KKR & Co. Inc.,22.82,$19.06B,NA,Finance,Investment Managers
KKR^A,KKR & Co. Inc.,26.44,NA,NA,NA,NA
KKR^B,KKR & Co. Inc.,26.33,NA,NA,NA,NA
KIO,KKR Income Opportunities Fund,14.99,$304.9M,2013,NA,NA
KREF,KKR Real Estate Finance Trust Inc.,20.2,$1.18B,2017,Consumer Services,Real Estate Investment Trusts
KNX,"Knight Transportation, Inc.",32.64,$5.7B,2017,Transportation,Trucking Freight/Courier Services
KNL,"Knoll, Inc.",19.5,$963.67M,2004,Consumer Durables,Office Equipment/Supplies/Services
KNOP,KNOT Offshore Partners LP,18.98,$620.53M,2013,Consumer Services,Marine Transportation
KN,Knowles Corporation,14.22,$1.28B,2014,Consumer Non-Durables,Consumer Electronics/Appliances
KSS,Kohl&#39;s Corporation,69.95,$11.55B,1992,Consumer Services,Department/Specialty Retail Stores
PHG,Koninklijke Philips N.V.,35.71,$32.4B,NA,Energy,Consumer Electronics/Appliances
KOP,Koppers Holdings Inc.,21.55,$441.95M,2006,Basic Industries,Forest Products
KEP,Korea Electric Power Corporation,15.11,$19.4B,1994,Public Utilities,Electric Utilities: Central
KF,"Korea Fund, Inc. (The)",29.96,$160.68M,NA,NA,NA
KFY,Korn Ferry,45.61,$2.58B,1999,Technology,Diversified Commercial Services
KOS,Kosmos Energy Ltd.,5.09,$2.21B,2011,Energy,Oil & Gas Production
KRA,Kraton Corporation,26.34,$841.75M,2009,Basic Industries,Major Chemicals
KR,Kroger Company (The),29.43,$23.48B,NA,Consumer Services,Food Chains
KRO,Kronos Worldwide Inc,13.14,$1.52B,NA,Basic Industries,Major Chemicals
KT,KT Corporation,14.05,$6.89B,NA,Public Utilities,Telecommunications Equipment
LB,"L Brands, Inc.",27.33,$7.52B,NA,Consumer Services,Clothing/Shoe/Accessory Stores
SCX,L.S. Starrett Company (The),5.6,$39.42M,NA,Capital Goods,Industrial Machinery/Components
LLL,"L3 Technologies, Inc.",183.29,$14.42B,NA,Technology,Radio And Television Broadcasting And Communications Equipment
LH,Laboratory Corporation of America Holdings,137.7,$13.89B,NA,Health Care,Medical Specialities
LADR,Ladder Capital Corp,16.52,$1.93B,2014,Consumer Services,Real Estate Investment Trusts
LAIX,LAIX Inc.,8.7,$417.18M,2018,Consumer Services,Other Consumer Services
LW,"Lamb Weston Holdings, Inc.",70.88,$10.38B,2016,Consumer Non-Durables,Packaged Foods
LCI,Lannett Co Inc,7.65,$300.41M,NA,Health Care,Major Pharmaceuticals
LPI,"Laredo Petroleum, Inc.",3.9,$912.14M,2011,Energy,Oil & Gas Production
LVS,Las Vegas Sands Corp.,57.7,$45.21B,2004,Consumer Services,Hotels/Resorts
LTM,LATAM Airlines Group S.A.,12.04,$7.3B,NA,Transportation,Air Freight/Delivery Services
LGI,Lazard Global Total Return and Income Fund,14.67,$140.91M,2004,NA,NA
LAZ,Lazard Ltd.,39.39,$4.65B,2005,Finance,Investment Managers
LOR,"Lazard World Dividend & Income Fund, Inc.",9.37,$64.47M,2005,NA,NA
LZB,La-Z-Boy Incorporated,30.13,$1.41B,NA,Consumer Durables,Home Furnishings
LCII,LCI Industries,83.52,$2.11B,NA,Capital Goods,Auto Parts:O.E.M.
LEAF,Leaf Group Ltd.,7.93,$200.74M,NA,Technology,EDP Services
LEA,Lear Corporation,151.56,$9.73B,NA,Capital Goods,Auto Parts:O.E.M.
LEE,"Lee Enterprises, Incorporated",2.51,$143.44M,NA,Consumer Services,Newspapers/Magazines
LGC,Legacy Acquisition Corp.,9.91,$371.63M,2017,Finance,Business Services
LGC.U,Legacy Acquisition Corp.,NA,NA,2017,NA,NA
LGC.WS,Legacy Acquisition Corp.,NA,NA,NA,NA,NA
LM,"Legg Mason, Inc.",29.09,$2.49B,NA,Finance,Investment Managers
LMHA,"Legg Mason, Inc.",26.01,NA,2016,Finance,Investment Managers
LMHB,"Legg Mason, Inc.",22.94,NA,2016,Finance,Investment Managers
LEG,"Leggett & Platt, Incorporated",39.61,$5.17B,NA,Consumer Durables,Home Furnishings
JBK,Lehman ABS Corporation,26.1349,NA,NA,Finance,Finance: Consumer Services
KTH,Lehman ABS Corporation,29.8304,NA,NA,Finance,Finance: Consumer Services
KTN,Lehman ABS Corporation,29.5111,NA,NA,Finance,Finance: Consumer Services
KTP,Lehman ABS Corporation,8.06,NA,NA,Finance,Finance: Consumer Services
LDOS,"Leidos Holdings, Inc.",56.88,$8.52B,NA,Technology,EDP Services
LEJU,Leju Holdings Limited,1.65,$224.01M,2014,Finance,Real Estate
LC,LendingClub Corporation,3.13,$1.33B,2014,Miscellaneous,Business Services
LEN,Lennar Corporation,44.1,$14.57B,NA,Basic Industries,Homebuilding
LEN.B,Lennar Corporation,NA,NA,NA,Basic Industries,Homebuilding
LII,"Lennox International, Inc.",225.37,$9.08B,1999,Capital Goods,Industrial Machinery/Components
LHC,Leo Holdings Corp.,9.88,$247M,2018,Finance,Business Services
LHC.U,Leo Holdings Corp.,NA,NA,2018,NA,NA
LHC.WS,Leo Holdings Corp.,NA,NA,NA,NA,NA
LXP,Lexington Realty Trust,9.01,$2.13B,NA,NA,NA
LXP^C,Lexington Realty Trust,49.2008,NA,NA,NA,NA
LPL,"LG Display Co., Ltd.",9.03,$6.46B,2004,Capital Goods,Industrial Machinery/Components
USA,Liberty All-Star Equity Fund,5.89,$1.16B,1986,NA,NA
ASG,"Liberty All-Star Growth Fund, Inc.",4.97,$136.39M,NA,NA,NA
LBRT,Liberty Oilfield Services Inc.,15.23,$1.76B,2018,Energy,Oilfield Services/Equipment
LPT,Liberty Property Trust,44.63,$6.6B,NA,Consumer Services,Real Estate Investment Trusts
LSI,"Life Storage, Inc.",93,$4.33B,NA,Consumer Services,Real Estate Investment Trusts
LITB,"LightInTheBox Holding Co., Ltd.",0.755,$51.19M,2013,Consumer Services,Catalog/Specialty Distribution
LNC,Lincoln National Corporation,59.16,$12.64B,NA,Finance,Life Insurance
LNC.WS,Lincoln National Corporation,NA,NA,NA,NA,NA
LIN,Linde plc,160.79,$89.74B,2018,Basic Industries,Major Chemicals
LNN,Lindsay Corporation,90.32,$974.22M,NA,Capital Goods,Industrial Machinery/Components
LN,LINE Corporation,37.16,$8.86B,2016,Technology,"Computer Software: Programming, Data Processing"
LGF.A,Lions Gate Entertainment Corporation,NA,NA,NA,NA,NA
LGF.B,Lions Gate Entertainment Corporation,NA,NA,2016,NA,NA
LAD,"Lithia Motors, Inc.",87.16,$2.05B,NA,Consumer Durables,Automotive Aftermarket
LAC,Lithium Americas Corp.,3.25,$287.92M,NA,Basic Industries,Precious Metals
LYV,"Live Nation Entertainment, Inc.",54.04,$11.32B,NA,Consumer Services,Services-Misc. Amusement & Recreation
LTHM,Livent Corporation,13.06,$1.91B,2018,Basic Industries,Major Chemicals
RAMP,"LiveRamp Holdings, Inc.",43.06,$2.93B,NA,Technology,EDP Services
LYG,Lloyds Banking Group Plc,2.97,$52.84B,NA,Finance,Commercial Banks
SCD,LMP Capital and Income Fund Inc.,12.28,$220.84M,2004,NA,NA
LMT,Lockheed Martin Corporation,282.87,$80.46B,NA,Capital Goods,Military/Government/Technical
L,Loews Corporation,47.53,$14.93B,NA,Finance,Property-Casualty Insurers
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,12.54,$1.49B,2017,Capital Goods,Building Materials
LPX,Louisiana-Pacific Corporation,24.07,$3.4B,NA,Basic Industries,Forest Products
LOW,"Lowe&#39;s Companies, Inc.",94.98,$76.26B,NA,Consumer Services,RETAIL: Building Materials
LXU,Lsb Industries Inc.,7.01,$200.62M,NA,Basic Industries,Major Chemicals
LKSD,"LSC Communications, Inc.",8.14,$271.22M,2016,Miscellaneous,Publishing
LTC,"LTC Properties, Inc.",44.38,$1.76B,NA,Consumer Services,Real Estate Investment Trusts
LUB,"Luby&#39;s, Inc.",1.53,$45.39M,NA,Consumer Services,Restaurants
LL,"Lumber Liquidators Holdings, Inc",11.54,$330.28M,2007,Consumer Services,RETAIL: Building Materials
LXFR,Luxfer Holdings PLC,19.61,$519.75M,2012,Basic Industries,Major Chemicals
LXFT,"Luxoft Holding, Inc.",57.65,$1.96B,2013,Technology,EDP Services
LDL,"Lydall, Inc.",24.9,$433.44M,NA,Capital Goods,Auto Parts:O.E.M.
WLH,Lyon William Homes,11.78,$444.76M,2013,Capital Goods,Homebuilding
LYB,LyondellBasell Industries NV,87.86,$33.71B,NA,Basic Industries,Major Chemicals
MTB,M&T Bank Corporation,165.59,$23.24B,NA,Finance,Major Banks
MTB^,M&T Bank Corporation,1017.4828,NA,NA,NA,NA
MTB^C,M&T Bank Corporation,1000.05,NA,NA,NA,NA
MDC,"M.D.C. Holdings, Inc.",29.83,$1.69B,NA,Capital Goods,Homebuilding
MHO,"M/I Homes, Inc.",24.67,$688.88M,1993,Capital Goods,Homebuilding
MAC,Macerich Company (The),46.28,$6.53B,1994,Consumer Services,Real Estate Investment Trusts
CLI,Mack-Cali Realty Corporation,20.56,$1.86B,NA,Consumer Services,Real Estate Investment Trusts
MFD,Macquarie First Trust Global,10.7,$91.46M,2004,NA,NA
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,20.7,$258.09M,2005,NA,NA
MIC,Macquarie Infrastructure Corporation,41.72,$3.57B,2004,Energy,Oil Refining/Marketing
BMA,Macro Bank Inc.,53.83,$3.6B,NA,Finance,Commercial Banks
M,Macy&#39;s Inc,25.79,$7.93B,NA,Consumer Services,Department/Specialty Retail Stores
MCN,Madison Covered Call & Equity Strategy Fund,6.69,$140.13M,2004,NA,NA
MMP,Magellan Midstream Partners L.P.,62.17,$14.19B,NA,Energy,Natural Gas Distribution
MGA,"Magna International, Inc.",50.91,$16.67B,NA,Capital Goods,Auto Parts:O.E.M.
MX,MagnaChip Semiconductor Corporation,6.37,$220.54M,2011,Technology,Semiconductors
MGY,Magnolia Oil & Gas Corporation,12.64,$3.16B,2017,Energy,Oil & Gas Production
MGY.WS,Magnolia Oil & Gas Corporation,NA,NA,NA,NA,NA
MH^A,"Maiden Holdings, Ltd.",11.2,NA,NA,NA,NA
MH^C,"Maiden Holdings, Ltd.",9.7,NA,NA,NA,NA
MH^D,"Maiden Holdings, Ltd.",9.6,NA,NA,NA,NA
MHLA,"Maiden Holdings, Ltd.",16.4,NA,2016,Finance,Property-Casualty Insurers
MHNC,"Maiden Holdings, Ltd.",18.4,NA,2013,Finance,Property-Casualty Insurers
MAIN,Main Street Capital Corporation,37.04,$2.26B,2007,NA,NA
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,19.3,$531.95M,2012,NA,NA
MNK,Mallinckrodt plc,20.63,$1.72B,2013,Health Care,Major Pharmaceuticals
MANU,Manchester United Ltd.,19.55,$3.22B,2012,Consumer Services,Services-Misc. Amusement & Recreation
MTW,"Manitowoc Company, Inc. (The)",16.13,$574M,NA,Capital Goods,Construction/Ag Equipment/Trucks
MN,"Manning & Napier, Inc.",2.06,$31.59M,2011,Finance,Investment Managers
MAN,ManpowerGroup,74.44,$4.6B,NA,Technology,Professional Services
MFC,Manulife Financial Corp,16.1,$31.73B,NA,Finance,Life Insurance
MRO,Marathon Oil Corporation,16.1,$13.38B,NA,Energy,Oil & Gas Production
MPC,Marathon Petroleum Corporation,66.09,$45.66B,NA,Energy,Integrated oil Companies
MMI,"Marcus & Millichap, Inc.",38.02,$1.47B,2013,Finance,Real Estate
MCS,Marcus Corporation (The),43.23,$1.22B,NA,Consumer Services,Movies/Entertainment
MPX,Marine Products Corporation,17.48,$603.04M,NA,Capital Goods,Marine Transportation
HZO,"MarineMax, Inc.",20.2,$551.81M,1998,Consumer Services,Other Specialty Stores
MKL,Markel Corporation,1068.2,$14.83B,1986,Finance,Property-Casualty Insurers
